Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Gaiascope,https://www.crunchbase.com/organization/gaiascope,Active,For Profit,Private,Less than $1M,1-10,"Boston, Massachusetts, United States",Seed,4318000,USD,4318000,"Gaiascope helps energy companies and investors transition to the future in the most economic way possible, with user-friendly software that makes the electric grid easier to understand, invest in and profit from. Gaiascope's affordable tools are designed with a practical approach to machine learning that values transparency over 'black boxes'​. Guided by a blueprint of physical reality, these tools use available data and scenario analysis to optimize real-time trading, operations and development, addressing the stochastic nature of the grid, the increasing penetration of renewables, and the evolution of power market dynamics.","CleanTech, Energy, Machine Learning, Power Grid, Software, Sustainability",Gaiascope helps energy companies and investors transition to the future in the most economic way possible.,2019-01-01,year,https://www.gaia-scope.com/
National Renewable Energy Laboratory,https://www.crunchbase.com/organization/national-renewable-energy-laboratory,Active,For Profit,Private,$100M to $500M,1001-5000,"Golden, Colorado, United States",Grant,8200000,USD,8200000,"National Renewable Energy Laboratory is the only federal laboratory dedicated to the research, development, commercialization and deployment of renewable energy and energy efficiency technologies. Backed by 33 years of achievement, NREL leads the way in helping meet the growing demand for clean energy.","Clean Energy, CleanTech, Energy, Renewable Energy",National Renewable Energy Laboratory develops renewable energy and energy efficiency technologies and practices.,1977-01-01,year,http://www.nrel.gov
Green Hydrogen Systems,https://www.crunchbase.com/organization/greenhydrogen,Active,For Profit,Private,$1M to $10M,11-50,"Kolding, Syddanmark, Denmark",Debt Financing,34319025,USD,34319025,GreenHydrogen believes that electrolysers have a great potential to become a core technology in green and renewable energy.,Renewable Energy,Green Hydrogen Systems believes that electrolysers have a great potential to become a core technology in green and renewable energy.,2007-01-01,year,http://greenhydrogen.dk/
Aquarius Engines - Energy Generation,https://www.crunchbase.com/organization/aquarius-engines-energy-generation,Active,For Profit,Private,Less than $1M,11-50,"Agudat Israel, HaDarom, Israel",Venture - Series Unknown,18500000,USD,18500000,"Aquarius Engines designs, develops, and builds an advanced engine to generate electric power. Its integrated power system overcomes disadvantages of hybrid and electric cars, making them affordable, efficient, and eliminating recharging anxieties. Aquarius Engines’ integrated power system is composed of a combustion engine and an electricity generator. Its product simplifies manufacturing processes and production costs. Aquarius Engines was founded in 2014.","Energy, Energy Efficiency, Manufacturing, Renewable Energy, Transportation","AQUARIUS - ENERGY GENERATION 100 years after the invention of the Internal Combustion Engine, challenges have changed.",2014-07-23,day,http://www.aquariusengines.com
Sterling And Wilson,https://www.crunchbase.com/organization/sterling-and-wilson,Active,For Profit,Private,$500M to $1B,1001-5000,"Mumbai, Maharashtra, India",Debt Financing,152498282,USD,152498282,"Sterling and Wilson Private Limited, and was subsequently demerged in 2017.","Construction, Energy, Infrastructure, Sustainability","Sterling And Wilson is a solar and electro-mechanical, procurement and construction company.",1927-01-01,day,https://sterlingandwilson.com/
Sierra Energy,https://www.crunchbase.com/organization/sierra-energy,Active,For Profit,Private,$1M to $10M,11-50,"Davis, California, United States",Series A,33000000,USD,33000000,"Since 2004, Sierra Energy has focused on the development of FastOx® gasification, a technology that turns trash into energy without burning. This sustainable solution is commercially available to meet the needs of the modern waste industry. The company continues to advance its technology and test new applications for gasification at the Sierra Energy Research Park in Davis, California. Sierra Energy’s commercial facility is located in Monterey County, California.","CleanTech, Energy",Sierra Energy is a technology that turns trash into energy without burning.,2004-01-01,year,http://www.sierraenergy.com/
Guzman Energy,https://www.crunchbase.com/organization/guzman-energy,Active,For Profit,Private,$10M to $50M,11-50,"Denver, Colorado, United States",Private Equity,130000000,USD,130000000,,"Electronics, Energy, Renewable Energy, Solar",Guzman Energy is a wholesale power provider and energy trading company.,2013-01-01,year,http://www.guzmanenergy.com/
TechMet,https://www.crunchbase.com/organization/techmet-limited,Active,For Profit,Private,,11-50,"Valletta, NA - Malta, Malta",Venture - Series Unknown,121500000,USD,121500000,"TechMet is a private industrial company that is building projects to secure the supply of the key metals critical to the future growth of EVs, Energy Storage and Renewable Energy.  TechMet currently holds interests in both production and development assets in Africa, North America, and South America.","Energy, Renewable Energy",TechMet - Securing the critical metals for the global technology revolution,2017-01-01,year,https://www.techmet.ie/
Hyundai Oilbank,https://www.crunchbase.com/organization/hyundai-oilbank,Active,For Profit,Private,$1M to $10M,1001-5000,"Chungnam, Ch'ungch'ong-bukto, South Korea",Secondary Market,1200000000,USD,1200000000,"Hyundai Oilbank aims to contribute to the national economy and social development by faithfully fulfilling its original purpose and social responsibility. To this end, they are practicing a management philosophy that encompasses all stakeholders.","Energy, Marketing, Oil and Gas",Hyundai Oilbank is a petroleum and refinery company.,1964-01-01,year,https://www.oilbank.co.kr/
Imprint Energy,https://www.crunchbase.com/organization/imprint-energy,Active,For Profit,Private,$1M to $10M,11-50,"Alameda, California, United States",Series B,18648292,USD,18648292,"Imprint Energy is commercializing a breakthrough low cost, flexible, rechargeable battery technology that will change portable power as the world knows it. Imprint aims to provide batteries with lithium-like performance at significantly lower costs and without form factor limitations or safety concerns. Imprint Energy will utilize its unique battery technology to address the energy needs of today's and tomorrow's electronic devices.","Advanced Materials, Energy, Energy Efficiency, Energy Management","Imprint Energy is commercializing a breakthrough low cost, flexible, rechargeable battery technology that would change portable power.",2010-11-23,day,http://imprintenergy.com
City Transformer,https://www.crunchbase.com/organization/city-transformer,Active,For Profit,Private,Less than $1M,1-10,"Tel Aviv, Tel Aviv, Israel",Seed,10000000,USD,10000000,"City Transformer is an automotive technology company with a mission to provide a safe, and upgraded driving experience to today's urban dwellers on the move. Their innovative folding car - has the ability to shrink its track-width for easy parking, and to fit in narrow traffic lanes. Allowing the driver to park in small parking lots - until now reserved for motor cyclists. It is the first car in the world to change its width - adjusting to today's urban traffic.     City Transformer - a car of the future featuring: 100% electric car Unique patented folding mechanism Smart technologies & Sensors highest standards of safety and driver experience ","Autonomous Vehicles, Clean Energy, Electric Vehicle, Transportation",City Transformer is an automotive technology company initiating a new era of urban mobility - with an electric foldable vehicle,2014-03-10,day,http://www.citytransformer.com
Anaergia,https://www.crunchbase.com/organization/anaergia,Active,For Profit,Private,$10M to $50M,501-1000,"Toronto, Ontario, Canada",Grant,53500000,CAD,50658111,"Anaergia Inc. is a global leader in offering sustainable solutions for the generation of renewable energy and the conversion of waste to resources. Through a proven portfolio of proprietary technological solutions, Anaergia maximizes the generation of renewable energy, diversion of waste from landfill and reduction of greenhouse gases for customers across the municipal, industrial, commercial and agricultural sectors. Through its subsidiaries, including Anaergia Services and UTS Biogastechnick GmbH, Anaergia is trusted at more than 1,600 operational renewable energy projects globally.","Energy, Energy Efficiency, Renewable Energy",Anaergia offers sustainable solutions for the generation of renewable energy and the conversion of waste to resources.,2010-01-01,year,http://anaergia.com
My Fuel Pump Limited,https://www.crunchbase.com/organization/my-fuel-pump-limited,Active,For Profit,Private,,11-50,"Dhaka, Dhaka, Bangladesh",Pre-Seed,540000,USD,540000,"My Fuel Pump is the first IOT enabled on demand fuel delivery platform trying to automate the supply chain system of the fuel sector from the year 2020. Our Business Model Serves Both B2B & B2C, With Plans Underway for National Delivery and More. With 15% Market Share in Diesel Sales Alone, This Can Become a $700M/Year Company. With the following services, My Fuel Pump is delivering LPG cylinder to doorstep of the customers; Verified Refueling is the other service where the customer can locate their surrounding Petrol Pumps with facilities and fuel they require. Avoiding any kind of hassle and traffic; they can go through the priority lanes of the petrol pump and collect fuels to the nearest My Fuel Pump Verified Petrol Pumps all over Bangladesh. Corporate Client can order in one single platform to order fuel monthly, they can go to any My Fuel Pump Verified Petrol Pump in their way all over Bangladesh.","Energy, Fuel, Oil and Gas",My Fuel Pump is the first IOT enabled on demand fuel delivery platform trying to automate the supply chain system of the fuel sector,2020-07-02,day,http://www.myfuelpump.com
Molecule Software,https://www.crunchbase.com/organization/molecule-software,Active,For Profit,Private,Less than $1M,11-50,"Houston, Texas, United States",Series A,14330000,USD,14330000,"Molecule Software develops commodity trading software. It offers Molecule, energy software with features such as physical inventory support, reconciliation, market data download capabilities, and prototype of market data analytics.  The company was founded in 2012 and is based in Houston, Texas.","Energy, Enterprise Software, Finance, Software",Molecule Software develops commodity trading software.,2012-01-01,year,http://www.molecule.io
Qnergy,https://www.crunchbase.com/organization/qnergy,Active,For Profit,Private,$1M to $10M,11-50,"Ogden, Utah, United States",Series C,46055915,USD,46055915,"Qnergy was established in 2009 by Ricor Cryogenic and Vacuum, a world leader in the field of miniature Stirling cryogenic coolers. Qnergy’s Stirling engines are based on Ricor's proven technology, IP, and know-how (developed and employed over the past 40 years). Qnergy developed a unique proven technology that perfectly addresses and suits the utility industry's challenges. Based on the original Stirling thermodynamic cycle, the Qnergy power-generation solution presents an advanced compilation of a number of sophisticated technologies, many originally developed for the space and defense industries. The Company develops and manufactures highly efficient, reliable and cost-effective Stirling engines for various applications: micro-combined heat and power (CHP), solar power generation and solar CHP, liquefied natural gas, and more. Qnergy’s technology will enable residential and business customers to generate power and hot water on-site with total efficiency of more than 90%. Qnergy is located in northern Israel.","Energy Efficiency, Environmental Engineering, Manufacturing","Qnergy was established in 2009 by Ricor Cryogenic and Vacuum, a world leader in the field of miniature Stirling cryogenic coolers.",2009-01-01,year,http://www.qnergy.com
TransGrid,https://www.crunchbase.com/organization/transgrid,Active,For Profit,Private,$500M to $1B,1001-5000,"Sydney, New South Wales, Australia",Secondary Market,2000000000,AUD,1398999575,,"Energy, Telecommunications, Virtual Reality",TransGrid is the owner and operator of the high voltage electricity transmission network in the Australian state of New South Wales.,1950-01-01,year,https://www.transgrid.com.au/
Raise Green,https://www.crunchbase.com/organization/raise-green,Active,For Profit,Private,$1M to $10M,1-10,"Somerville, Massachusetts, United States",Pre-Seed,1310000,USD,1310000,"Raise Green is a financial technology company designed to create a healthy, just, and sustainable future. By offering everyday people a platform to invest in clean energy and climate solution projects, Raise Green will democratize renewable energy ownership, increase community resilience, and help facilitate the transition to a decarbonized future while creating new investment pathways accessible to everyone.  We are relentlessly passionate about using financial technology to democratize the ownership of renewable energy, create new income streams, and empower communities to drive solutions to climate change. Together we can build and own the decarbonized future we want and need.  Raise Green is the first inclusive funding portal focused on climate solution projects with a social mission. We combine the proven investment models of project finance and crowdfunding to provide innovative pathways for non-accredited investors to access sustainable investment opportunities in a low-risk, low-cost, and impactful way. We aggregate small investments to provide investors with equity into project finance companies. Initially, this will take the form of community solar projects with a predictable rate of return assured through power purchase agreements. As we scale, we plan to support the financing of an suite of climate solution projects and even ventures themselves.","Crowdfunding, Environmental Engineering, Financial Services, FinTech, Solar, Sustainability",The climate tech marketplace for local impact investing. Invest in climate projects and co-own a brighter future for you and your community.,2018-01-01,month,http://www.Raisegreen.com
ePropulsion Innovation,https://www.crunchbase.com/organization/epropulsion-innovation,Active,For Profit,Private,$1M to $10M,251-500,"Dongguang, Guangdong, China",Series B,25465990,USD,25465990,"ePropulsion Innovation n innovative provider of electric propulsion kits currently including electric outboard motors and underwater electric propulsion systems.ePropulsion is composed of a group of creative people with common interests and believe in ""e-mobility creates brighter future"". Electric propulsion is also an inevitable trend for future mobility on/in water. Clean and high efficient electric outboard motor can bring more joyful boating experience while protecting fragile water eco-environment.ePropulsion aims to provide a ful range of reliable electric propulsion kits for lovers of water sports. Sustainable electric propulsion is the core of ePropulsion value. In the future, ePropulsion will seek more possibilities.","Automotive, Electrical Distribution, Electronics, Manufacturing, Marine Technology",ePropulsion Innovation is an innovative provider of electric propulsion kits for boats and marine vehicles.,2012-01-01,year,http://www.epropulsion.com/index
Tesvolt,https://www.crunchbase.com/organization/tesvolt,Active,For Profit,Private,$1M to $10M,11-50,"Wittenberg, Baden-Wurttemberg, Germany",Undisclosed,48835823,USD,48835823,"TESVOLT, named after inventors Nikola Tesla and Alessandro Volta (inventor of the battery), develops and produces flexible battery storage systems with high capacities.  TESVOLT has advanced existing technologies with its strategic partners, for example SMA SOLAR Technology AG, and focuses primarily on quality “Made in Germany”. The energy storage systems are produced in Germany, and the battery systems are also assembled in Germany.  The company was founded with the ambition to continue to drive the renewable energy sector forward. The company’s co-founders, Daniel Hannemann and Simon Schandert, have been working in the photovoltaic sector for many years, so they have excellent knowledge of the market and innovations in the renewables industry. Their main goal was to develop and sell economical commercial and industrial storage solutions.",Battery,TESVOLT specialises in high-performance lithium storage systems.,2014-01-01,year,http://www.tesvolt.com/
"Electra Vehicles, Inc.",https://www.crunchbase.com/organization/electra-vehicles,Active,For Profit,Private,Less than $1M,11-50,"Boston, Massachusetts, United States",Seed,4400112,USD,4400112,"Electra Vehicles, Inc. produces AI-based software solutions to the electric vehicle, electric fleet, and battery-electric industries to improve battery pack range, lifetime, and charging performance. The company’s flagship product, EVE-Ai™ 360 Adaptive Controls are embedded onboard electric vehicles and connected to the Cloud to adaptively manage battery pack control strategies with machine learning predictive algorithms. For electric fleets utilizing Cloud connectivity, EVE-Ai™ Analytics provides a web app platform for fleet managers to improve battery performance in real time. Electra’s EnPower™ Design Suite platform supplies battery engineers a database of over 300 cells to choose from for early stage cell selection and rapid simulation that exports directly to popular modeling softwares. Altogether, Electra’s products fill the design and performance gaps that hold the electric vehicle industry back in order to accelerate worldwide electrification.","Automotive, CleanTech, Energy Management, Energy Storage, Machine Learning, Power Grid, Renewable Energy, Robotics","Electra is a tech start-up that brings the electric vehicle, fleet, and robotics markets to the next level with innovative AI/ML solutions.",2015-01-01,year,http://www.electravehicles.com/
Nigerian National Petroleum Corporation (NNPC),https://www.crunchbase.com/organization/nigerian-national-petroleum-corporation-nnpc,Active,For Profit,Private,$1B to $10B,5001-10000,"Garki, Federal Capital Territory, Nigeria",Undisclosed,1041160000,USD,1041160000,"NNPC is an integrated Oil and Gas Company, engaged in adding value to the nation’s hydrocarbon resources for the benefit of all Nigerians and other stakeholders.","Energy, Oil and Gas",Nigerian National Petroleum Corporation is the oil corporation through which the federal government of Nigeria regulates,1977-04-01,day,https://www.nnpcgroup.com/
Jedlix,https://www.crunchbase.com/organization/jedlix,Active,For Profit,Private,Less than $1M,11-50,"Rotterdam, Zuid-Holland, The Netherlands",Venture - Series Unknown,5797249,USD,5797249,"Jedlix is a smart charging service provider for electric vehicles. The company develops and operates a Vehicle-to-Grid Integration (VGI) platform to optimize the charging and discharging of electric vehicles and facilitate their insertion into the power grid at scale. It supports both car-centric (over the air based on the connected car) and charger-centric (OCPI) smart charging architectures, in the home, workplace, and public domains. It was founded in 2015 and is based in Rotterdam, Zuid-Holland.","Automotive, Environmental Consulting, Renewable Energy",Jedlix is a smart charging service provider for electric vehicles.,2015-12-01,day,http://www.jedlix.com
King Energy,https://www.crunchbase.com/organization/king-energy-services,Active,For Profit,Private,,11-50,"San Luis Obispo, California, United States",Venture - Series Unknown,4599989,USD,4599989,"King Energy is a next-generation energy company bringing solar power to multi-tenant commercial properties. King Energy solves this complexity by paying property owners to rent their open roof space and then handling the financing, installation, and long-term management of solar infrastructure. King then provides the clean energy generated to local tenants, typically in a way that lowers tenant energy bills.","Clean Energy, Commercial Real Estate, Energy, Renewable Energy, Solar",King Energy is a next-generation energy company that brings solar power to multi-tenant commercial properties.,2019-01-01,year,https://www.kinghq.com
Digital Lumens,https://www.crunchbase.com/organization/digital-lumens,Active,For Profit,Private,$10M to $50M,101-250,"Boston, Massachusetts, United States",Series C,55250645,USD,55250645,"Digital Lumens is rapidly redefining the lighting industry with intelligent LED lighting systems, service offerings, and strategic partnerships that deliver unmatched energy savings, flexibility, and unique value to commercial and industrial customers. With the industry's first Intelligent LED Lighting System, wirelessly networked and centrally managed that are proven to reduce customers' lighting-related energy use by up to 90%, Digital Lumens is transforming lighting into a powerful platform for facility-wide insights. Designed for large commercial and industrial customer facilities, Digital Lumens solutions are deployed in thousands of industrial spaces worldwide.","Energy, Energy Efficiency, Energy Management, Industrial Automation, Information Technology, Internet of Things, Lighting",Digital Lumens is a provider of intelligent LED lighting and facility insights solutions.,2008-01-01,year,http://www.digitallumens.com
SkyX,https://www.crunchbase.com/organization/skyx-2,Active,For Profit,Private,$1M to $10M,11-50,"Woodbridge, Ontario, Canada",Series C,13500000,USD,13500000,"SkyX has been revolutionizing the way aerial data is acquired, analyzed and actioned since 2016. The company’s mission is to arm infrastructure asset companies across the globe with unique, actionable, long range aerial data on an ongoing basis. With this intelligence, these companies are empowered to take a proactive approach to asset integrity and ultimately ensure the health and safety of people and the planet. Headquartered in Toronto, Canada, SkyX has a broad global presence with customers in North America, South America and Africa.","Data Visualization, Drones, Infrastructure, Oil and Gas, Software","SkyX is a Canadian company that delivers unique, actionable, long range aerial data to infrastructure asset companies globally.",2015-01-01,year,http://skyx.com/
LeydenJar Technologies,https://www.crunchbase.com/organization/leydenjar-technologies,Active,For Profit,Private,$1M to $10M,11-50,"Leiden, Zuid-Holland, The Netherlands",Venture - Series Unknown,33224438,EUR,39312510,"LeydenJar Technologies boosts the energy density of li-ion batteries by replacing the traditional graphite anode with a nanoporous, pure silicon anode. This yields cheaper (-20% costs), greener (-85% CO2 footprint) and higher energy density batteries (+70% as compared to state-of-the-art, 1350Wh/L).","Automotive, Battery, CleanTech, Consumer Electronics, Energy Storage, Hardware, Nanotechnology",LeydenJar Technologies develops pure silicon anodes to boost the energy density of Li-ion battery cells.,2016-04-05,day,http://www.leyden-jar.com
AquaGreen,https://www.crunchbase.com/organization/aquagreen,Active,For Profit,Private,Less than $1M,11-50,"Roskilde, Sjelland, Denmark",Seed,8671345,USD,8671345,"AquaGreen is an R&D engineering company within the cleantech industry. They develop new and innovative solutions for wastewater sludge treatment and conversion of low-grade biomaterial resources into renewable energy and fertilizer products. The technology is based of Superheated Steam Drying and Pyrolysis and is suitable for energy efficient treatment and dewatering of wastewater sludge, in a process driven by the calorific content of the sludge. The thermal energy is recoverable and suitable for district or process heating purpose and the residual biochar is rich on plant available phosphorus and is suitable as a fertilizer product within the agriculture industry.","Agriculture, Biotechnology, Energy, Life Science, Manufacturing, Renewable Energy, Waste Management, Water",AquaGreen is an R&D engineering company within the cleantech industry.,2016-01-01,year,http://www.aquagreen.dk/
Sea6 Energy,https://www.crunchbase.com/organization/sea6-energy,Active,For Profit,Private,$10M to $50M,51-100,"Bangalore, Karnataka, India",Series B,17883505,USD,17883505,"Sea6 Energy is a platform that utilizes the unlimited potential of the oceans in a sustainable and ethical way. It visualizes a future where the abundant oceans will be the biomass farms of the future, to provide solutions in energy, agriculture, and food. Sea6 Energy has a team of professionals from diverse fields like industrial automation, plant pathology, ocean engineering, bioprocess engineering, marine biology, and aerospace engineering, with the goal of building a whole new economy based on marine biomass. It develops technologies to convert biomass into biofuel, plant growth stimulants, plant defence products, animal feed ingredients, and other bio-renewable products to replace chemicals and plastics, effectively creating a Bio-refinery out of marine biomass, churning out a whole variety of products leaving nothing to waste. Sea6 Energy was founded on 2010 and is headquartered in Bangalore, India.","Biofuel, Biotechnology, Energy, Environmental Engineering, Sustainability, Waste Management",Sea6 Energy is a platform that utilizes the unlimited potential of the oceans in a sustainable and ethical way.,2010-01-01,year,http://sea6energy.com/
Synhelion,https://www.crunchbase.com/organization/synhelion,Active,For Profit,Private,,1-10,"Chur, Graubunden, Switzerland",Series B,22040361,USD,22040361,Synhelion engages in experimental development on natural sciences and engineering.,"Renewable Energy, Solar",Synhelion engages in experimental development on natural sciences and engineering.,2016-05-01,month,http://synhelion.com/
Seven Energy,https://www.crunchbase.com/organization/seven-energy,Active,For Profit,Private,$100M to $500M,501-1000,"London, England, United Kingdom",Private Equity,255000000,USD,255000000,"Seven Energy is an indigenous Nigerian oil and gas exploration, development, production and distribution company with a vision to be the leading supplier of gas to the domestic market for power generation and industrial consumption. Our objective is to exploit first mover advantage as a supplier to the domestic gas market in our core operating areas and to maximise shareholder value through sustainable long-term growth across the full value chain. Our business model is designed to capture the full value chain from upstream appraisal, development and production, to ownership of processing and distribution infrastructure and marketing to end users.  This model is supported by an experienced management team, high standards of corporate governance and social responsibility and underpinned by a robust capital structure. Headquartered in Lagos and London, Seven Energy has an upstream reserves and resources base of in excess of 350 MMboe, midstream processing and distribution capacity of 200 MMcfpd and long-term gas sales agreements in place to supply over 1 Tcf of gas to the domestic market. In Nigeria, Seven Energy operates through its wholly-owned and principal subsidiaries, Septa Energy Nigeria and Accugas.","Energy, Logistics, Oil and Gas","Seven Energy is an indigenous Nigerian oil and gas exploration, development, production and distribution company.",2004-01-01,year,http://www.sevenenergy.com
Ampion,https://www.crunchbase.com/organization/ampion-8d17,Active,For Profit,Private,$1M to $10M,11-50,"Boston, Massachusetts, United States",Series A,10000000,USD,10000000,"Ampion provides a software-as-a-service (SaaS) asset management platform for renewable energy providers. They connect communities to local energy projects that provide all the financial benefits of solar without the need for upfront payments or installations. They envision a sustainable future, plain and simple, and they believe nothing should stop a person or business from taking part in the clean energy movement.  They need a power system that is sustainable, yes, but also one that is affordable for all consumers and healthy for the economy. They are there to connect customers with renewable energy providers in a way that benefits everyone while facilitating the transformation of their grid. Their job is to help everyone, from apartment dwellers to nationwide companies, make the sustainable choice in a way that makes sense for their budget, and they are there to support clean energy providers as they welcome in a new way to see electricity.","Energy, Renewable Energy, SaaS, Software",Ampion provides a software-as-a-service (SaaS) asset management platform for renewable energy providers.,2014-01-01,year,https://ampion.net
Ndustrial,https://www.crunchbase.com/organization/ndustrial-io,Active,For Profit,Private,Less than $1M,11-50,"Raleigh, North Carolina, United States",Series A,7700000,USD,7700000,"Ndustrial offers analytical engines that help businesses control production, improve energy efficiency, and eliminate waste. They help organizations, primarily mid-tier manufacturers, become more competitive through energy efficiency, waste elimination, and other fiscally responsible, environmentally intelligent solutions. With a proprietary industrial operating system, the company integrates legacy data, streamlines deployments of new Industrial iot assets, and hosts model predictive control algorithms. It also deploys real-time cloud-based applications for factories and industrial facilities around the world.","Energy, Energy Efficiency, Manufacturing, Sustainability","Ndustrial offers analytical engines that help businesses control production, improve energy efficiency, and eliminate waste.",2011-01-01,year,http://www.ndustrial.io
Viziv Technologies,https://www.crunchbase.com/organization/texzon,Active,For Profit,Private,$1M to $10M,11-50,"Waxahachie, Texas, United States",Seed,45404832,USD,45404832,"Viziv Technologies is an electronics company that specialized in the field of electromagnetic surface waves. They have assembled an experienced team from academia, industry, and government to take this revolutionary science from laboratory to industry.","Electrical Distribution, Government, Information Technology, Power Grid, Therapeutics, Wireless",Viziv Technologies is an electronics company that specialized in the field of electromagnetic surface waves.,2013-01-01,year,http://vizivtechnologies.com/
JTEC Energy,https://www.crunchbase.com/organization/jtec-energy-inc,Active,For Profit,Private,Less than $1M,1-10,"Atlanta, Georgia, United States",Venture - Series Unknown,32150664,USD,32150664,"JTEC Energy was formed to commercialize the Johnson Thermo-Electrochemical Converter (JTEC), an innovative device that uses electrochemical transformations to convert a heat differential into usable electricity. The JTEC inventor and company founder is Dr. Lonnie Johnson. Founded in 2020,  JTEC Energy is based in Atlanta, Georgia, United States.","Energy, Energy Efficiency, Energy Management, Infrastructure, Manufacturing",JTEC is a cutting-edge technology that converts a heat difference into useable power through electrochemical reactions.,2020-01-01,year,http://www.jtecenergy.com
Aurora Solar,https://www.crunchbase.com/organization/aurora-solar,Active,For Profit,Private,$10M to $50M,101-250,"San Francisco, California, United States",Series D,523470493,USD,523470493,"Aurora Solar develops solar industry software. It develops cloud-based software, that enables solar PV engineering design, provides workflow management functionality, and facilitates sales and customer acquisition for solar installers and financiers.  Christopher Hopper and Samuel Adeyemo founded Aurora Solar in 2013. It has its headquarters in San Francisco, California.","Clean Energy, Renewable Energy, SaaS, Software, Solar",Aurora Solar is a SaaS company that uses aerial imagery to assess solar installation projects.,2013-01-01,year,https://www.aurorasolar.com
Apsiyon,https://www.crunchbase.com/organization/apsiyon,Active,For Profit,Private,$1M to $10M,101-250,"Istanbul, Istanbul, Turkey",Series A,10000000,USD,10000000,"Apsiyon is a cloud-based online platform that serves as a digital assistant for property managers servicing residential and commercial buildings, gated communities and mixed-use developments. Apsiyon enables personalized solutions on all its platforms spanning the whole property management business cycle, from finance to CRM. As of 2021, Apsiyon is used by more than 4K property managers servicing over 1.2M units.","Accounting, Building Maintenance, CRM, Debt Collections, Energy Efficiency, Facility Management, Green Building, Payments, Property Management, Smart Building",Apsiyon is a cloud-based all-in-one management platform designed for property managers and residents.,2012-06-28,day,http://www.apsiyon.com
Clean Power Finance,https://www.crunchbase.com/organization/clean-power-finance,Active,For Profit,Private,$50M to $100M,51-100,"San Francisco, California, United States",Convertible Note,65600000,USD,65600000,"Clean Power Finance (CPF) is building an online business-to-business marketplace to drive the mass-market adoption of solar. The company connects providers of capital who are committed to investing in residential solar with qualified solar marketers, installers and distributors who need residential solar finance products to differentiate and grow their businesses.  CPF raises 100 percent third-party‐owned project finance funds from institutional investors such as Morgan Stanley and Google, working with the investors to structure and launch the funds with managed risk and return profiles. CPF then markets the funds as solar leases and power purchase agreements (PPAs) to qualified solar professionals, including Paramount Solar and Real Goods Solar (Nasdaq: RSOL), through its licensed online solar sales platform, CPF Tools. CPF Tools is software-as-a-service that simplifies complex sales, quoting, proposal and finance processes and minimizes the “soft costs” of selling solar. CPF’s fund investors earn favorable returns on stable investments on the resulting portfolios of residential distributed generation projects. The company’s solar professional partners gain access to solar leases and power purchase agreements (PPAs) that they can brand and sell to homeowners who want the benefits of solar without the cost and hassle of owning and maintaining a system. CPF manages approximately half a billion dollars of capacity on behalf of fund investors, and supports more than 100 solar professional customers who currently use the CPF Market to sell residential solar finance products to homeowners in CA, CO, HI, MA and NJ. Thousands of solar professionals in all 50 states have extensively used CPF Tools to quote and design solar systems.","Energy, Energy Efficiency",Clean Power Finance offers an online B2B marketplace that connects the solar industry with financing opportunities and solar sales software.,2007-01-01,year,http://www.cleanpowerfinance.com
NanoGraf Corporation,https://www.crunchbase.com/organization/sinode-systems,Active,For Profit,Private,Less than $1M,11-50,"Chicago, Illinois, United States",Grant,24450000,USD,24450000,SiNode Systems is a materials venture based out of Northwestern University that is commercializing a novel silicon based anode technology developed by research team led by Professor Harold Kung.  SiNode aims to change the status quo of the industry by developing high performance anodes for Li-ion batteries.,"Advanced Materials, Energy, Small and Medium Businesses",NanoGraf Corporation  is a battery development company researched ways to improve battery life and charging time.,2012-01-01,year,https://www.nanograf.com/
Alphabet Energy,https://www.crunchbase.com/organization/alphabet-energy,Active,For Profit,Private,$10M to $50M,11-50,"Hayward, California, United States",Venture - Series Unknown,51500000,USD,51500000,"Alphabet Energy, Inc. is commercializing a breakthrough, inexpensive waste heat recovery technology developed at the Lawrence Berkeley National Laboratory. Our revolutionary thermoelectric approach and materials platform is the only of its kind that lends itself to massive scale at low cost. With our products, made entirely from sustainable materials, customers may use their waste heat to generate electrical power in the range of microwatts to megawatts.","Energy, Oil and Gas, Renewable Energy",Alphabet Energy commercializes a waste heat recovery technology that enables customers to generate electrical power.,2009-01-01,year,http://www.alphabetenergy.com
Pearl Certification,https://www.crunchbase.com/organization/pearl-national-home-certification-b0c7,Active,For Profit,Private,Less than $1M,11-50,"Charlottesville, Virginia, United States",Series A,15750000,USD,15750000,"Pearl is a national firm that provides third-party certification of healthy, safe, comfortable, energy, and water-efficient homes. Working with real estate agents, contractors, and builders, the company helps sellers recoup the value of their home investments by increasing buyer confidence in one of the most important transactions of purchasing a home. Founded in 2015, Pearl Certification is headquartered in Charlottesville, Virginia.","Clean Energy, CleanTech, Consumer, Real Estate Investment","Pearl provides third-party certification of healthy, safe, comfortable, energy, and water-efficient homes.",2015-05-01,month,https://pearlcertification.com/
